标题	面积	单价	总价
急急急  近必卖 天通东苑三区双卫格局 5层 南北通透三居	130.64㎡	27328元/㎡	357万元
马连洼  菊园  2室 中间楼层 双卧室朝南	60.31㎡	72128元/㎡	435万元
劲松农光南里 双卧室朝南 低楼层  适合 小孩居住	65.28㎡	49020元/㎡	320万元
奥林匹克花园三期二次精装 无遮挡  电梯直下车库看房有钥匙	137.68㎡	58106元/㎡	800万元
环境优美 高端社区  海棠湾 电梯南向  精装二居	92.18㎡	43285元/㎡	399万元
常营 保利嘉园一号院 明厨明卫 南北通透 看房方便	88.75㎡	47888元/㎡	425万元
超   ！别墅区之首核心地段       南北通透 有飘窗	120㎡	41250元/㎡	495万元
急售 京品小区 电梯两居室 大客厅 视野好 满五年 近地铁	89.49㎡	65371元/㎡	585万元
   博洛尼奢装！可直接住！东南边户！三期2019年次新	87.15㎡	67700元/㎡	590万元
体育馆路12号院 购物方便 近地铁 近医院 有电梯 南北通透	65.41㎡	84086元/㎡	550万元
西四环里 五棵松 青塔京铁家园经典小两居 户型方正 总价低	83.04㎡	50579元/㎡	420万元
开发商(惠）北京沁园！七号线黄厂站！地铁口现房！	89㎡	57304元/㎡	510万元
三百六W 即可 东风苑小区两居 临近晴悦家园姚家园东里6号院	80㎡	66250元/㎡	530万元
中铁西城南区 企业力荐好房诚意出售	90.64㎡	34202元/㎡	310万元
北苑紫绶园南北通透两居满五年  双卧室朝南带阳台近地铁	83.72㎡	48854元/㎡	409万元
紫竹桥 车道沟南里东北向两居室 精装修 随时签约	49.83㎡	82280元/㎡	410万元
商房两居室紧邻欢乐谷垡头华侨城东四环价格  清晰视野极	85.56㎡	50258元/㎡	430万元
车公庄  进步巷  两室一厅       满五  	60㎡	93334元/㎡	560万元
海淀6号线地铁，南北通透2居，中间位置安静，精装修保养好	95.83㎡	66785元/㎡	640万元
龙山华府 满五年 全明格局 双卧朝南 房龄新 高楼层	87.76㎡	36350元/㎡	319万元
融科香雪 精装三居 南北通透 中高楼层 视野开阔 阳光充足	89.11㎡	34340元/㎡	306万元
广渠门内，全明格局，东西通透三居，板楼次顶层，采光好，无遮挡	65.12㎡	89067元/㎡	580万元
东城区永定门 定安里 南北3居 满五   有钥匙 价钱可谈	72.17㎡	70667元/㎡	510万元
南二环 万达广旁 地铁14号线 亚林西居 电梯南北通透视野好	87.39㎡	54355元/㎡	475万元
随园公寓 两室两厅两卫 满五	90.13㎡	35505元/㎡	320万元
营房西街 3室 1厅 73.07平米	73.07㎡	69797元/㎡	510万元
新北苑，20层，全新精装修，急售，地铁17号线，郊野公园	81.28㎡	80709元/㎡	656万元
带电梯中高层南北两居室，满五年  商品房，靠谱卖	91.77㎡	63202元/㎡	580万元
天鑫家园，周边配套齐全	87㎡	42414元/㎡	369万元
十里河周家庄中路19号院2室1厅1厨1卫 地铁17号线	88.43㎡	46252元/㎡	409万元
四环内吕营嘉园C区南北两居楼层好满五  	90.32㎡	42959元/㎡	388万元
临地铁 医疗配套成熟 商圈成熟 南北通透 大两房 交通便捷	86.81㎡	73149元/㎡	635万元
总监推荐 买方零代理 我知悉业主心理价位 左安浦园 04年社	62.38㎡	80956元/㎡	505万元
精装修   清晰 出行方便 中间楼层 商业配套齐全 南北通透	68.89㎡	49355元/㎡	340万元
找我买房0 慵 金  重兴园  2居室，东南向，中间楼层，	82㎡	40000元/㎡	328万元
牡丹园楼龄新视野宽广一居室	63.21㎡	75147元/㎡	475万元
长阳新里程57号院中间楼层南北通透两居紧邻天街好位置	88.36㎡	33839元/㎡	299万元
购物方便 中间楼层采光好 刚需两居 精装可拎包入住 带电梯	86.36㎡	71561元/㎡	618万元
皂君庙人大地铁口青云南区西北向3居室	60.47㎡	87647元/㎡	530万元
园博嘉园 高层 视野好 无遮挡 两室 有钥匙	87㎡	48276元/㎡	420万元
紫竹桥  车道沟南里 三居室 交通方便 诚心出售	75.6㎡	78043元/㎡	590万元
区总推荐房源精装修，拎包入住，板楼低密度，户型方正无浪费。	92.29㎡	64796元/㎡	598万元
帅府园二期 ，中山街，西南北通透2居室，精装修，满五  	98.29㎡	60027元/㎡	590万元
豪华装修两居，两个卧室朝南，双阳台，满五年  	62.4㎡	78366元/㎡	489万元
密东广场 紧邻一小   独立三室 精装修 观景房	138.87㎡	25852元/㎡	359万元
急急天通苑西三区  电梯两居室 高楼层 视野 采光好	97.78㎡	33238元/㎡	325万元
双兴东区（阳光水岸）~3室1厅~91.00平米	91㎡	36484元/㎡	332万元
广外小红庙南向精装小两居 拎包入住 格局设计非常合理方便看房	50.52㎡	81156元/㎡	410万元
牡丹园  牡丹园西里  2室  1厅	66㎡	84091元/㎡	555万元
回龙观   低楼层   南北一居室  采光无遮挡  免装修	65.38㎡	47263元/㎡	309万元
小区中间位置，南北两居室，满五年  ，公积金可贷29年	56.81㎡	57209元/㎡	325万元
金隅万科二期 满五年 3室2厅1卫1阳台 南北双通透 采光	90.52㎡	37561元/㎡	340万元
08年塔楼，两梯六户，朝西一该二，总价低	75㎡	78667元/㎡	590万元
海淀建西苑新上中间层，南视野采光，着急卖，看房随时。	84.55㎡	59610元/㎡	504万元
海淀 四季青 德顺园小区 复试 4居 有钥匙随时看房	87㎡	57472元/㎡	500万元
北街六区(南) 三室一厅一卫	77.46㎡	44927元/㎡	348万元
崇文门  前门东大街  2室  1厅	52.22㎡	90004元/㎡	470万元
C21本周必看好房   润枫领尚2室1厅  紧邻地铁	87.99㎡	44892元/㎡	395万元
北区，全南2居！总价低！满五年，中间楼层，价格可谈	73㎡	80822元/㎡	590万元
椿树馆街35号院 双卫生间 近地铁 高楼层视野无遮挡 近医院	77.76㎡	71760元/㎡	558万元
西直门 枫蓝国际旁 南北通透两居 低楼层 采光好	56.9㎡	73463元/㎡	418万元
金地仰山东区,3居室,2厅	95.89㎡	61321元/㎡	588万元
7号线大郊亭 合生汇 广渠金茂府 性价比超高小两居	87.1㎡	51436元/㎡	448万元
紧邻6号线 十里堡北里 南北通透两居室 精装修 诚意出售	53.77㎡	57282元/㎡	308万元
南三环次新小区业主急售已定房，价格可大谈	111.05㎡	52229元/㎡	580万元
世华泊郡北排商品房，满五  ，精装满配全部留下， 拎包入住	84.99㎡	76480元/㎡	650万元
新上房源 店长力荐 次新小区 24小时热水 落地窗 急售	85.79㎡	49773元/㎡	427万元
润泽悦溪 小区中间位置  高楼层 精装修  诚售	88.81㎡	83099元/㎡	738万元
小屯路 青塔    三居室 南北通透  小区中间小洋房	91.85㎡	48776元/㎡	448万元
近地铁，不临街不把边，  四层，精装修三居两卫	124.4㎡	36817元/㎡	458万元
预科院家属楼 潘家园南里 大两居 地铁口 无遮挡 主卧朝南	88.02㎡	44536元/㎡	392万元
北京市水务局家属院 满五  公房 有正规客厅 带租赁车位	49.9㎡	85972元/㎡	429万元
劲松 松榆西里东院 精装 南北通透 大两居,	77.61㎡	46257元/㎡	359万元
亚运村小营 三空间  2005年高端社区 精装修 人车分流	68.72㎡	74215元/㎡	510万元
芍药居北里！罕见三居室 西南朝向 高层采光好 安静不临街	81.6㎡	81863元/㎡	668万元
五环北，小区中间位置，东南向，双线地铁513号线。	100.74㎡	52413元/㎡	528万元
保利罗兰香谷精装大三居 电梯房 价钱可议	91.15㎡	51344元/㎡	468万元
单价8万  翠微东里  全南  全明两居  公主坟	57.39㎡	85381元/㎡	490万元
（总价低！）户型方正（满眼绿色）无遮挡（近地铁）陈经纶	77.37㎡	80135元/㎡	620万元
出价就卖 皂君庙 满5   采光好 不临街  就是着急	68.4㎡	86258元/㎡	590万元
金隅万科一期 两室两厅一卫 满五	88㎡	39660元/㎡	349万元
学院路  建清园 南北通透两居 大客厅 诚意出售	62.3㎡	79455元/㎡	495万元
翡翠公园电梯洋房，精装未入住，随时看房	97.03㎡	57715元/㎡	560万元
东关南里 三室两厅一卫 满五	107.12㎡	35942元/㎡	385万元
香雪兰溪 南北三居 满五   35平米南    随时可看房	89.25㎡	38096元/㎡	340万元
椿树园，电梯直达，总价低，西向一居	48㎡	103959元/㎡	499万元
南岗子58号院 满五   医疗配套成熟 购物方便   清晰	57.87㎡	86055元/㎡	498万元
糖人街 2室1厅 82.5平 满五年一套 诚心出售 看房随时	82.5㎡	68970元/㎡	569万元
新龙城精装两居 南北通透 一居的价格买两居 总价可谈诚信出售	74.37㎡	42760元/㎡	318万元
五棵松复兴路79号院3室1厅	68.9㎡	72569元/㎡	500万元
下楼车公庄 近展览路 南向两居室 看房方便	65.2㎡	96320元/㎡	628万元
满五  ！ 后现代城C区  2室  1厅复式	101.49㎡	54193元/㎡	550万元
恒大御景湾(东区) 近地铁 商圈成熟 南向采光好 带电梯	89.31㎡	42437元/㎡	379万元
融科香雪 南北通透 精装三居 中间楼层 采光充足 视野无遮挡	89.47㎡	34649元/㎡	310万元
鸿业兴园一区 2室1厅 104平 满五年一套 双卫 商品房	104㎡	59616元/㎡	620万元
融科香雪兰溪 豪华设计 有电梯 刚需小三居 正规商品房 板楼	90.15㎡	35497元/㎡	320万元
长阳  天资华府  三居室  双卫，观河房	115.64㎡	28105元/㎡	325万元
四惠板块 户型方正两居室 私家入户 出行方便快捷 配套齐全	89.58㎡	73678元/㎡	660万元
牛街春风胡同  东西通透两居室  低楼层 安静不临街	55.11㎡	77119元/㎡	425万元
富力尚悦居A区，，全南两居室，户型方正，看房有钥匙	88.5㎡	35594元/㎡	315万元
嘉园一里 精装可拎包入住 医疗配套成熟 南北通透 正规商品房	70.7㎡	50637元/㎡	358万元
东大桥白小80明格局明厨明卫南北通透中间楼层满五  有钥匙	65.82㎡	93589元/㎡	616万元
东方城南下一套必出  两居室 业主诚意出售 安静采光好 可谈	102.78㎡	58280元/㎡	599万元
广安门外 备受关注低总价敞亮全南78%得房率5V1西豪大开间	72.65㎡	79835元/㎡	580万元
三元桥  曙光西里  全南向 满五年2层两居看房方便	52.02㎡	63245元/㎡	329万元
米拉新上南北两居 中间楼层 满五年   带车位	80.09㎡	38707元/㎡	310万元
全南两居室 满五    金地名京 四惠 一号线	84.36㎡	77051元/㎡	650万元
南纬路2号院，南北通透两居室，满伍年高楼层，采光好无遮挡	58.73㎡	89903元/㎡	528万元
果园地铁边 葵花社 南北电梯两居 两梯四户 满五一套	85.55㎡	43016元/㎡	368万元
海淀区世纪城金夕园1室1厅	67.46㎡	71154元/㎡	480万元
惠新西街安贞门 中粮家属楼 电梯三居室大客厅 管理好 近地铁	87.33㎡	76492元/㎡	668万元
朝青四惠 兴隆家园 板楼 南北通透三居 带双卫 三面朝南	108.98㎡	54873元/㎡	598万元
近地铁14线熙悦天寰 三室两卫视野好次新小区商品房诚售可议价	89.13㎡	56996元/㎡	508万元
（这全南两居！房子订完了）着急变现！采光好！急售急急急	96.13㎡	81141元/㎡	780万元
翠林漫步一期 3室2厅双明卫 南北通透 小区中心位置	125.35㎡	33108元/㎡	415万元
融泽嘉园三期全南两居室 满五   视野观景楼层 换房诚售	87.4㎡	52060元/㎡	455万元
急售 西南两居 成寿寺  华芳园  2室  1厅 高层	91.5㎡	44700元/㎡	409万元
房子保持的好，完全可以拎包入住，满五  	81.84㎡	48876元/㎡	400万元
西城区马连道三义西里2室 全南朝向，随时看房 满五年	63.61㎡	83321元/㎡	530万元
北街家园(五区) 交通便利 高绿化 临地铁 装修好 南北通透	89㎡	39326元/㎡	350万元
西四环海淀6号线廖公庄地巨山馨苑 1室1厅 64平满五  	64㎡	55469元/㎡	355万元
中关村 稻香园北区 低楼层 南北通透 两居室 看房随时	58.1㎡	96386元/㎡	560万元
运河湾北区 精装电梯纯南向两居	86.15㎡	52235元/㎡	450万元
翡翠公园(卓兴路4号院)3室650.00万元！房源， 得一看	77.53㎡	83839元/㎡	650万元
紫金新干线二区 次新房社区  两卧室朝南  诚意出售 近地铁	87.99㎡	62508元/㎡	550万元
领秀慧谷A区(三区) 高楼层 采光充足 电梯房   清晰	82.44㎡	54586元/㎡	450万元
富力金禧花园 一层 有院	88.72㎡	66276元/㎡	588万元
南二环边公园旁 西罗园 南北通透 钢混结构 无遮挡   三居	95.95㎡	48567元/㎡	466万元
东坝金泰丽富嘉园南院3室1厅	91.37㎡	48156元/㎡	440万元
C21 陶然亭地铁 东西通透 全明格局 钢混结构住宅 平原里	50.16㎡	92903元/㎡	466万元
双榆树  知春里  2室  1厅有钥匙随时看	57.4㎡	92335元/㎡	530万元
开发商清退 户型面积还有 朝阳区老湾河 现房 温榆河畔别墅区	85.19㎡	70431元/㎡	600万元
价可谈 房套内面积超哎 大的  随时看	91.22㎡	48236元/㎡	440万元
逸园 五折起拍 一层 南北通透 法拍房	61.82㎡	64704元/㎡	400万元
二环边！新上    两居室，边户客厅带南窗，双地铁514号线	64.71㎡	52234元/㎡	338万元
望京西园四区 集中供暖   清晰 带电梯 南北通透 精装修	115.87㎡	44878元/㎡	520万元
必看好房！金域东郡 洋房3居 带车位 价格可谈 随时签约过户	90.52㎡	66284元/㎡	600万元
三环内小西天 四一四萬 红联北村 两居 满五 近地铁 可贷	66.6㎡	62313元/㎡	415万元
急售 华业东方玫瑰有钥匙 全明户型 南北通透大两居 随时看房	91.01㎡	40106元/㎡	365万元
满五 精装修 带电梯 临地铁 刚需两居 医疗配套成熟	80.92㎡	56847元/㎡	460万元
正规一居室总价低 四扇窗户 落地窗 高层采光好 双地铁	67.64㎡	65051元/㎡	440万元
中骏世界城 电梯房 集中供暖 装修好 高楼层视野好 商品住宅	89㎡	50562元/㎡	450万元
五棵松 玉泉路 金隅瑞和园 三居室 南北通透 2014年房龄	100㎡	55600元/㎡	556万元
通州北苑 万达 新华大街 近首师大 满五年一套	85.96㎡	64914元/㎡	558万元
新上三里屯附近中纺里一层大三居，业主急售，满五  ，仅  	77.55㎡	80981元/㎡	628万元
6号线黄渠站 柏林爱乐一期 南北通透两居 H户型 高楼层	101.24㎡	56302元/㎡	570万元
常营 高端社区  南向两居室 业主急售 随时签约	87.25㎡	69800元/㎡	609万元
长阳奥莱旁 篱笆房地铁 芭蕾雨二期3室1 中间层	90.97㎡	36826元/㎡	335万元
龙湖时代天街东区,3居室,1厅南北户型	98.44㎡	43479元/㎡	428万元
（新上中间楼层）（新房没住过）（电梯洋房）（一梯一户）	137.99㎡	39786元/㎡	549万元
双榆树双榆树北路全明2室1厅	58㎡	86207元/㎡	500万元
鑫雅苑 2000商品房 1室1厅	66.77㎡	79078元/㎡	528万元
白纸坊  建功北里东西通透双阳台采光好	62.87㎡	71577元/㎡	450万元
西城 广安门 达官营 红居街  手帕口西一巷。南北通透两居室	58.28㎡	72924元/㎡	425万元
东坝首开常青藤三期 南北通透三居室   洋房 业主诚售	93.62㎡	68362元/㎡	640万元
东城 国瑞城 看房有钥匙 业主急售 人车分流 集中供暖	75.49㎡	88754元/㎡	670万元
买房零代理 国瑞城中区 南向一居 精装 随时观看 价格可谈	61.99㎡	91144元/㎡	565万元
老业主急售！国贸双井  ！豪装南向大一居！	67.62㎡	47324元/㎡	320万元
灵通观月河永安里东二环边建国里南向二居中间楼层	51.42㎡	65150元/㎡	335万元
西山甲一号 近地铁 带电梯   清晰 高楼层采光充足	115.63㎡	57079元/㎡	660万元
两厅两卫三室，南北东三面采光	118.93㎡	48769元/㎡	580万元
角门东地铁站 南北通透精装2居中楼层 采光好无遮挡签约随时	69.5㎡	59713元/㎡	415万元
